238.788450,482.631059,239.962406,977634.000000,10.000000
274.324858,345.420749,240.144800,970795.000000,10.000000
306.959488,605.893420,241.934216,959532.000000,10.000000
374.958231,443.655553,244.956492,968704.000000,10.000000
147.004627,589.309794,244.135600,947455.000000,10.000000
408.644449,305.925023,244.785769,952344.000000,10.000000
570.931790,788.318349,245.659481,959671.000000,10.000000
515.820040,456.695393,251.109845,968608.000000,10.000000
835.579894,750.128945,251.936120,919972.000000,10.000000
635.958977,603.459854,253.311730,983792.000000,10.000000
619.578142,176.325143,257.272745,977211.000000,10.000000
641.607282,391.270100,256.098997,955810.000000,10.000000
759.488019,519.963768,258.710389,953727.000000,10.000000
444.674846,579.564539,258.289344,945225.000000,10.000000
891.122991,474.593824,264.806930,962135.000000,10.000000
189.909553,720.060000,263.235789,962247.000000,10.000000
543.994811,292.371349,280.227359,953193.000000,10.000000
277.402585,821.841447,291.727242,974750.000000,10.000000
614.077630,907.180873,307.901172,951285.000000,10.000000
491.150852,166.330189,313.560894,982260.000000,10.000000
186.096132,374.499961,349.798249,974028.000000,10.000000
477.248312,779.081733,349.651221,970588.000000,10.000000
145.362037,507.548169,356.112491,949133.000000,10.000000
488.391070,917.146202,367.161967,942773.000000,10.000000
159.224623,643.279287,375.971363,980750.000000,10.000000
835.327171,700.742884,381.117026,976601.000000,10.000000
695.569147,376.769250,386.180850,974062.000000,10.000000
351.062734,739.716488,394.214143,934007.000000,10.000000
217.075460,765.978578,406.586010,937962.000000,10.000000
755.398843,244.984735,407.341305,948843.000000,10.000000
374.466299,600.621487,414.331958,963131.000000,10.000000
636.422099,182.380440,447.893405,979449.000000,10.000000
599.390968,908.836811,453.590008,975157.000000,10.000000
870.963970,398.979360,456.970072,974510.000000,10.000000
470.900631,243.504671,459.287149,963475.000000,10.000000
228.928854,302.216859,459.301085,976108.000000,10.000000
335.156388,210.209881,466.568806,933763.000000,10.000000
162.314688,424.128203,479.318525,957183.000000,10.000000
146.769528,561.838983,491.134498,977851.000000,10.000000
179.614960,695.836079,523.299831,983976.000000,10.000000
847.827469,730.294644,525.361007,988177.000000,10.000000
792.427597,276.896222,538.706013,984178.000000,10.000000
259.365496,810.122229,551.000380,979440.000000,10.000000
897.354739,518.275265,572.802245,951159.000000,10.000000
331.906490,688.995806,575.797408,944555.000000,10.000000
641.083291,897.499905,586.782167,975265.000000,10.000000
199.496792,344.984264,590.552357,982022.000000,10.000000
370.194470,884.231831,591.528398,930633.000000,10.000000
380.447010,194.873524,597.099743,976311.000000,10.000000
532.904348,293.344623,601.730534,982759.000000,10.000000
151.786347,478.661095,608.454347,1005577.000000,10.000000
676.479149,279.466553,619.718553,938639.000000,10.000000
884.216217,643.540673,631.285194,977658.000000,10.000000
508.853360,162.524412,647.895214,983503.000000,10.000000
866.535801,390.679315,651.505569,952960.000000,10.000000
201.670597,736.462203,656.686291,982101.000000,10.000000
151.156204,604.336710,671.687007,942276.000000,10.000000
287.275136,244.270429,687.996113,957987.000000,10.000000
289.784364,836.395882,701.948692,985068.000000,10.000000
702.832892,869.576072,710.144385,975578.000000,10.000000
505.959835,915.885751,718.329607,942279.000000,10.000000
453.996639,658.449360,726.634741,966001.000000,10.000000
271.454504,561.606488,737.888158,982646.000000,10.000000
405.599078,293.573650,744.020372,957060.000000,10.000000
150.611172,488.384689,749.933448,980632.000000,10.000000
612.630389,492.205754,762.250396,943083.000000,10.000000
825.897357,760.887493,768.834369,989795.000000,10.000000
371.912132,425.517706,775.277666,970968.000000,10.000000
545.037659,163.719723,782.936269,974779.000000,10.000000
386.915737,891.403226,791.009371,988138.000000,10.000000
207.656440,744.721067,796.921157,987968.000000,10.000000
228.239241,303.889968,799.300949,980506.000000,10.000000
802.822262,287.991010,801.754029,990362.000000,10.000000
